,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
36306,0p874cho40bM8HTxGaorjx,Luca;Nokyo,Be Alive,Be Alive,57,142200,False,0.559,0.519,11,-11.287,0,0.085,0.305,0.0148,0.194,0.241,100.037,4.0,french
32199,5EL8He4J2hrTWl9rxbE3DY,Babasónicos,Desde Adentro - Impuesto de Fe (En Vivo),El Maestro - En Vivo,44,170866,False,0.65,0.915,4,-5.761,0,0.0368,0.446,0.0,0.91,0.885,112.028,4.0,electronic
35187,0ok0gQQ9p8hkAm1UBs1Y83,Taty Girl,"Baú da Taty Girl, Pt. 1 (Ao Vivo)",Rubi - Ao Vivo,45,141270,False,0.621,0.915,8,-3.959,1,0.15,0.126,0.000638,0.0714,0.561,114.873,4.0,forro
3975,0sNVZAkLao30zLfzJ9mbPI,Ravyn Lenae;Doechii,Evergreen,Xtasy - Remix,1,270497,True,0.663,0.794,5,-7.793,1,0.0886,0.231,0.000693,0.0861,0.74,107.084,4.0,alternative
19750,5nzZGxQGfIc117nKyCQV8G,Hannah Ellis;Nick Wayne,If the World Was Ending,If the World Was Ending,49,212000,False,0.492,0.399,1,-9.255,1,0.0653,0.771,0.0,0.189,0.637,133.416,3.0,country
37648,5o592RqGm4wuhfCGlxNtuR,MC Hariel;Mc Lele JP;MC Neguinho do Kaxeta,Avisa que é o Funk,Favela Pede Paz,45,215730,False,0.723,0.65,11,-5.237,0,0.481,0.37,0.0,0.0873,0.378,87.947,4.0,funk
14067,1BneA4ZZW619uYVl5Z6La4,The Hit Crew Kids,150 Toddler Favorites,Five Little Monkeys,41,98560,False,0.935,0.412,0,-7.292,1,0.0501,0.752,0.0,0.0807,0.91,131.993,4.0,children
11675,69ufW8tanyMTh5nhsSigpp,Joss Stone,The Best Of Joss Stone 2003 - 2009,Spoiled,30,243640,False,0.429,0.586,2,-6.772,1,0.0617,0.528,0.0,0.1,0.29,110.133,3.0,british
20616,0eDT6epFSSnpIttu29yblP,Megan Thee Stallion;Latto,Energy Hip Hop,Budget,0,201979,True,0.922,0.858,1,-4.185,1,0.251,0.00451,0.0,0.124,0.915,145.033,4.0,dance
7279,0AdxoxyZkcVvVosf8pXNe3,Greensky Bluegrass,"Shouted, Written Down & Quoted",While Waiting,26,204899,False,0.497,0.456,4,-9.348,1,0.0266,0.771,0.000273,0.116,0.399,104.487,4.0,bluegrass
22866,3OhcMJk4hCebfDH1h4Z8mX,Opeth,Blackwater Park,The Drapery Falls,40,653866,False,0.102,0.859,7,-6.119,1,0.0775,0.000351,0.151,0.0774,0.274,191.293,3.0,death-metal
36755,1I3rbQWAHJsToxBQQ8yMN9,Indila,"Aznavour, sa jeunesse",Mon fol amour,43,246706,False,0.577,0.711,0,-9.739,1,0.141,0.102,4.34e-05,0.043,0.249,114.942,4.0,french
28629,76Vru4DRz1zPrr1lpdVYaR,Tritonal,Tritonia 399,Tritonia (Tritonia 399) - Round Up,21,58197,False,0.381,0.78,2,-9.573,1,0.288,0.0318,0.0,0.428,0.244,73.557,5.0,dub
37303,0Ult84lvFuqNvbyXwyRQ58,Clean Bandit;Julia Michaels,What Is Love? (Deluxe Edition),I Miss You (feat. Julia Michaels),71,205986,False,0.693,0.624,0,-7.482,0,0.0448,0.299,7.64e-06,0.0955,0.369,105.002,4.0,funk
8176,1Jc5rVFIyOy6XO3ATB1Lh9,Chuck Berry,World's Best Christmas Playlist,Run Rudolph Run,0,162897,False,0.647,0.876,10,-5.662,1,0.185,0.881,3.59e-05,0.26,0.949,151.925,4.0,blues
34731,58wQ5quXCton56WxkXZWLA,Os Arrais,Ele é,Ele é,45,306386,False,0.525,0.311,0,-9.395,1,0.0256,0.42,2.06e-05,0.253,0.192,77.014,4.0,folk
34535,2hnNCZrc32WRuDDVy8jJKd,Pretenders,Cuddle Up Christmas,2000 Miles - 2007 Remaster,0,220426,False,0.292,0.709,7,-9.052,1,0.0303,0.00292,0.0267,0.102,0.452,99.303,3.0,folk
38379,4YFYMB1UBKVolmYOiKUtDx,The Red Pears,You Thought We Left Because The Door Was Open But We Were Waiting Outside,Lychnobite,29,170434,False,0.325,0.513,2,-8.783,0,0.0374,0.00144,0.747,0.0964,0.124,70.451,4.0,garage
27740,1n0RJsXFbHxBogVDWNUUaE,Aries;Jacky Murda;MC Spyda,Jungle Style,Jungle Style,17,242221,False,0.678,0.961,1,-2.853,0,0.0967,0.00475,9.47e-05,0.136,0.564,175.023,4.0,drum-and-bass
40895,5YoPEYXWQG6cyyEJPWMIc6,Lauriete,O Segredo É Louvar,O Segredo É Louvar,39,218640,False,0.59,0.549,2,-6.74,1,0.0357,0.733,0.0,0.105,0.291,132.131,4.0,gospel
21697,4Kvy2rVGgYbjtQZTpZZCEb,Syster Sol;AKI,Mellan Raderna,Full fokus,29,191120,False,0.706,0.661,10,-5.82,1,0.235,0.0353,0.0,0.29,0.811,81.011,4.0,dancehall
15257,0Hfah746oDkvCS7ySP3k1c,8percent,dream girl,dream girl,66,87408,False,0.795,0.385,7,-13.526,0,0.329,0.851,5.98e-05,0.234,0.55,109.996,4.0,chill
9250,0BFtrq3fyv1kRcId4o18mK,Xamã;Bagua Records;Neo Beats,O Iluminado,Um Drink no Inferno,48,168750,True,0.775,0.436,0,-9.611,0,0.297,0.355,6.92e-06,0.277,0.303,127.993,4.0,brazil
33021,39LJCSHy7nB1akjmhMQ7Y7,Josh A,Fearless,Pain,74,188041,True,0.789,0.509,6,-8.629,0,0.277,0.525,7.55e-06,0.0936,0.61,75.009,4.0,emo
15106,5QWGib8UBj4U9ybzmpuTUv,demxntia;keshi,it kills me,it kills me,65,155428,True,0.534,0.449,11,-10.688,0,0.0422,0.44,0.0,0.0934,0.24,105.075,4.0,chill
10432,4pSj48vhbXwYvf2zbD1WJa,The Chemical Brothers,The Boxer,The Boxer - DFA Mix Edit,15,410160,False,0.714,0.892,7,-5.258,1,0.0425,0.0102,0.85,0.32,0.876,96.997,4.0,breakbeat
22528,0d0kp3O9tLW50Gp2Yz22Yq,Cannibal Corpse,Bloodthirst,Ecstasy in Decay,23,191706,False,0.262,0.99,0,-7.053,0,0.119,4.03e-05,0.941,0.0561,0.213,124.247,3.0,death-metal
32990,66NmF8BL1I4wANjcnrBtjl,Pongo,Best African Club Tunes,Wegue Wegue,0,204835,False,0.874,0.854,8,-6.368,1,0.101,0.351,0.000105,0.0896,0.506,135.019,4.0,electronic
32249,7cZXR7MmUEtIE5FqNV9Cl2,Babasónicos,Discutible,Cretino,43,181946,False,0.638,0.907,9,-3.286,1,0.0427,0.0108,6e-06,0.209,0.649,135.917,4.0,electronic
27142,5B4XIlX0FaAxo8pf34Savh,DJ Hazard,Machete Bass EP,Killers Don't Die,23,330474,False,0.648,0.974,2,-2.004,0,0.11,0.00946,0.921,0.0513,0.353,175.006,4.0,drum-and-bass
28343,16qGlEtbDQW4IFcRsIjmwm,BaianaSystem;VANDAL,O Futuro Não Demora,CertoPeloCertoh,34,165160,False,0.726,0.72,6,-6.841,1,0.31,0.327,0.0,0.287,0.874,149.995,4.0,dub
27818,5jYq0zHawUscKOBOwSBbBH,High Contrast;Boy Matthews,The Beat Don't Feel The Same (DNB Remix),The Beat Don't Feel The Same - DNB Remix,16,237225,False,0.535,0.884,3,-3.711,0,0.0488,0.000975,0.0797,0.129,0.303,172.995,4.0,drum-and-bass
35758,6JilFqhtGTaEdKH6EYf10j,Kevi Jonny,Repertório Atualizado: Agosto 2021,Arranhão,39,143278,False,0.692,0.661,4,-3.124,0,0.11,0.357,0.0,0.296,0.673,138.108,4.0,forro
20625,3R2otHkcGwx78SdXFw5Dhl,Ava Max,All That Really Matters - Just Hits,Maybe You're the Problem,1,190318,False,0.53,0.835,9,-3.69,1,0.11,0.0453,0.0,0.0637,0.471,166.02,4.0,dance
13114,4zIsKIfF2dXn0EmVUmjdpW,Fast Eddie,Pump It,Pump It - Radio,14,233871,False,0.926,0.708,9,-9.785,1,0.0429,0.0016,0.0106,0.0497,0.956,128.08,4.0,chicago-house
29176,0dxAvCV7LGcGIJQZuqhmgL,ILLENIUM;Krewella;SLANDER,Fallen Embers,Lay It Down,50,264774,False,0.413,0.537,7,-4.913,0,0.0311,0.316,4.52e-06,0.0771,0.118,77.661,4.0,dubstep
21850,6U9jxxdQ6TNzjshIpwWMTf,Tiwa Savage;Wizkid;Spellz,Sugarcane,Ma Lo,53,182857,False,0.788,0.721,11,-4.577,1,0.152,0.424,2.86e-06,0.0897,0.653,105.23,4.0,dancehall
15919,3gV0E3N4uOcoNsbxLkGWkp,Nohidea,osho,"sincerely, yours",55,139684,False,0.605,0.396,5,-11.301,0,0.0509,0.8,0.872,0.141,0.622,80.957,4.0,chill
5576,79TFJ7hsMTcn3fGn0DiuMg,HalcyonMusic,Anime Music on the Piano (2nd Collection),"unravel (from ""Tokyo Ghoul"") - Piano Arrangement",45,239250,False,0.532,0.326,7,-15.227,0,0.0343,0.917,0.887,0.295,0.265,135.038,4.0,anime
40330,11T9Noeo8ypJnw1igF1Fgk,Voz da Verdade,Projeto no Deserto,Projeto no Deserto,42,378426,False,0.667,0.869,0,-5.865,1,0.035,0.34,1.41e-05,0.0696,0.535,95.183,4.0,gospel
32216,7CuXB3Dr61IvDFEWfqG3sE,Jan Blomqvist;Elena Pitoulis,More,More,62,216699,False,0.709,0.528,0,-11.127,0,0.0407,0.0458,0.896,0.128,0.113,124.027,4.0,electronic
27135,3q2uX1BAjCiKmhEQiqWZTD,Friction,Set Me Free,Set Me Free,57,223526,False,0.376,0.969,5,-2.495,0,0.0459,0.0016,0.29,0.162,0.493,173.941,4.0,drum-and-bass
5544,4mNj7IGiHfDKo6qtVqKLc2,Official HIGE DANdism,One-Man Tour 2021-2022 -Editorial-@Saitama Super Arena (LIVE),Itan na Star - LIVE,20,384106,False,0.503,0.847,8,-5.965,1,0.0629,0.0571,0.0,0.389,0.357,98.126,4.0,anime
29638,09II5TycDPhVEQ5rwmFzCs,Nick Ledesma;Natalie Major,Surrender,Surrender,38,225883,False,0.468,0.777,9,-2.498,1,0.0501,0.207,3.09e-06,0.319,0.257,80.152,4.0,dubstep
1226,60nIzfXKC0Ej75nlXfYx9V,Samuca e a Selva,Ditados Populares Dançantes,Vem,24,73293,False,0.596,0.358,1,-13.075,1,0.0366,0.221,0.00233,0.19,0.606,81.112,3.0,afrobeat
35678,6f4ZEtnZs3NpDK2FdeyYl1,Edson Lima e Gatinha Manhosa,20 Grandes Sucessos: A Voz de Quem Te Ama,História do Amor,39,223920,False,0.492,0.892,0,-4.767,1,0.0906,0.0118,0.0,0.367,0.736,169.401,4.0,forro
31661,0WTN7om3lHG3yYMigwzBxl,Lauv;Julia Michaels,There's No Way,There's No Way (feat. Julia Michaels),67,174860,False,0.755,0.625,2,-7.114,1,0.0896,0.49,0.0,0.157,0.374,147.02,4.0,electro
38273,76c1AuZodByXM3X2k48wju,The Growlers,City Club,Dope on a Rope,61,250320,False,0.42,0.901,7,-3.857,1,0.0955,0.00173,0.0,0.366,0.74,145.965,4.0,garage
16151,4GaTyDp4257sMSNbNXIlMW,Bombay Jayashri,Baahubali - The Beginning,Mamta Se Bhari,44,228985,False,0.63,0.414,9,-9.888,0,0.0291,0.615,0.000329,0.162,0.394,100.946,4.0,classical
36721,51prkMZzhTgCFBKKjdZJ5z,MR TOUT LE MONDE;ROLEON,SUN,Pour Toujours,50,186000,False,0.734,0.659,9,-7.881,0,0.0789,0.117,0.000729,0.228,0.254,119.985,4.0,french
37578,5x2STIzWAYohcaKuxohIGa,Atitude 67,Atitude 67 (Ao Vivo),Vou Te Escrever Um Rap - Ao Vivo,48,190440,False,0.712,0.823,9,-6.298,1,0.0859,0.561,0.0,0.767,0.765,161.885,4.0,funk
28505,0UKQrQDMVcKN3ngG1kthYN,Feint,Fading Wind,Fading Wind,47,295172,False,0.3,0.846,8,-1.049,1,0.0541,0.114,0.000914,0.197,0.274,173.911,4.0,dub
6518,2XWPMU0Wl1QESmqrOpipYx,Khold,Svartsyn,Manngard,18,203722,False,0.349,0.886,0,-13.266,1,0.0526,3.3e-06,0.0583,0.269,0.0808,145.0,4.0,black-metal
23148,4LU6oaf8MwuPi1fQqRz6aK,Solardo,Sola Presents: Amsterdam 2022,Riser,0,369642,False,0.728,0.921,2,-7.011,1,0.0538,0.000129,0.83,0.0623,0.34,126.0,4.0,deep-house
32987,4Egb5xP6cniUx0kgZd5zLB,Bomba Estéreo,Amanecer,Soy Yo,61,159800,False,0.887,0.581,11,-7.632,0,0.172,0.0396,0.000198,0.0788,0.786,117.042,4.0,electronic
24387,4JiBM7PxbGj72EtgYvspmG,Tres Demented,Sessions,Demented (Or Just Crazy) - Original Version,8,485541,False,0.484,0.838,10,-16.897,0,0.0668,0.00509,0.648,0.293,0.253,127.993,4.0,detroit-techno
1427,6dQViwVNXyvpMaZjtLQYVu,The Souljazz Orchestra,Under Burning Skies,Is yeelyel,20,247533,False,0.843,0.805,4,-7.029,0,0.0381,0.0403,0.712,0.0755,0.914,116.002,4.0,afrobeat
38775,31nk8lhLlc1n2VFgEwnmjC,Guantanamo Baywatch,Chest Crawl,Diana,24,156546,False,0.424,0.713,5,-5.287,1,0.0346,0.721,0.418,0.115,0.714,133.282,4.0,garage
31107,6xsGllAEwkmF4SSDwdpmMt,Major Lazer;Justin Bieber;MØ,Major Lazer Essentials,Cold Water,58,185351,False,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.5,92.946,4.0,electro
1040,4kSYNMfWnruGsc9knR15xV,BaianaSystem,Duas Cidades,Dia da Caça,38,269986,False,0.486,0.867,1,-5.237,1,0.0892,0.129,0.00176,0.0731,0.358,109.003,4.0,afrobeat
7096,6KXuoc56Lz2KOP5phaJSP5,The Steeldrivers,Bad For You,When A Heart Breaks,30,227920,False,0.536,0.495,11,-6.918,0,0.0268,0.728,0.000102,0.164,0.348,107.028,4.0,bluegrass
37079,4krDgarmwOgZxppwJd8RkY,Stevie Wonder,pov: you saw mommy kissing santa claus,What Christmas Means To Me - Single Version / Mono,0,148146,False,0.545,0.7,5,-6.961,1,0.0323,0.0982,0.0,0.1,0.799,83.506,4.0,funk
37011,4rpFg7vffIW6v3MLWmVWOR,Anitta,Hit After Hit,Envolver,0,193805,False,0.813,0.733,4,-5.417,0,0.0847,0.15,0.00186,0.0909,0.397,91.988,4.0,funk
30035,0LdrgIn0po8wRxpv2USlys,David Guetta;Bebe Rexha;J Balvin,Dance Dance Dance,Say My Name,0,198946,False,0.703,0.66,10,-5.119,0,0.123,0.137,0.0,0.192,0.79,95.033,4.0,edm
26063,6s9eRp2cduUNhuDhs3XHPp,Kristen Bell;Idina Menzel;Josh Gad;Jonathan Groff;Cast of Frozen 2,Disney Summer Songs,"Some Things Never Change - From ""Frozen 2""/Soundtrack Version",52,209964,False,0.567,0.543,5,-4.485,1,0.0313,0.613,0.0,0.106,0.299,89.937,4.0,disney
24234,7Jxv2jXNliVpYXsSd8GoC7,Omar S,Thank You for Letting Me Be Myself,Hellter Shelter,11,251562,False,0.609,0.726,2,-7.917,1,0.0399,0.478,0.904,0.229,0.0522,125.015,3.0,detroit-techno
13124,1ZlhCwUMH0b2gKm8X5qNFg,Paul Johnson,The Groove I Have LP,The Groove Goes On - Original Mix,15,306624,False,0.781,0.916,10,-7.038,0,0.196,0.068,0.845,0.0777,0.548,129.034,4.0,chicago-house
33806,3TLXje8bgwjb5gCjUMtDy1,Craig Xen;XXXTENTACION,Broken Kids Club,RUN IT BACK!,54,126798,True,0.867,0.403,6,-8.996,0,0.274,0.0535,7.73e-06,0.185,0.38,138.001,4.0,emo
14444,1KfsleWOHtbpzQaF4V4FuQ,Rolf Zuckowski,Was Spaß macht...,Was Spaß macht ist verboten,34,196226,False,0.611,0.756,2,-4.601,1,0.218,0.493,1.97e-06,0.0925,0.852,171.426,4.0,children
3132,6GwXhxrjTEVuBZC7jnB7f1,Disturbed,Metal Lives!,Hey You,0,268481,False,0.5,0.982,1,-3.496,1,0.0727,4.72e-05,4.28e-05,0.0447,0.507,103.033,4.0,alternative
31241,7Mb3tWy1CPYLDVZmkAxuY5,Alec Benjamin,Coffee Moment,The Way You Felt - Acoustic Version,0,170277,False,0.744,0.458,0,-8.632,1,0.03,0.425,2.66e-06,0.0872,0.621,131.825,4.0,electro
32655,6mNMp0g3zkg1K7uBpn07zl,Good Times Ahead;Sam Bruno;Skrillex,Red Lips (feat. Sam Bruno) [Skrillex Remix],Red Lips (feat. Sam Bruno) - Skrillex Remix,53,223448,False,0.528,0.983,8,-3.133,1,0.146,0.000518,0.000324,0.18,0.141,144.981,4.0,electronic
2808,0QQIhT6PtJ5glyn4HKNKQ6,KALEO,A/B,All the Pretty Girls,70,269893,False,0.466,0.496,1,-6.606,1,0.0302,0.626,6.22e-06,0.117,0.352,74.747,4.0,alt-rock
35759,5fSRZmheHidHyvfuMds1yw,Pedrinho Pegação,Linda Demais,Linda Demais,39,191858,False,0.619,0.897,7,-3.493,1,0.0365,0.311,1.42e-05,0.0984,0.96,156.946,4.0,forro
22079,4OcqbRkCknnWEoqFIoeLgp,Burgerkill,Killchestra,Anjing Tanah,31,430773,True,0.315,0.759,8,-8.517,1,0.0506,0.00174,0.0167,0.0904,0.0388,110.944,4.0,death-metal
36193,5S1qJhqo0f9BAxy0CCc8oW,Caballero,RAP MUSCULATION RENTRÉE 2022,Polaire,0,185453,False,0.671,0.619,2,-6.932,1,0.356,0.256,1.93e-06,0.169,0.582,72.436,4.0,french
36881,468ZARXyBNDPBPyrzQ3WAu,Eddy de Pretto,À TOUS LES BÂTARDS,Rose Tati,31,204866,False,0.579,0.369,7,-9.058,0,0.0602,0.852,0.0,0.121,0.204,134.33,4.0,french
25830,7FfnfT2ht918dPROgjNojQ,Jacek Stachursky,1 (Remastered),Czuje I Wiem (Restless Heart),30,253586,False,0.741,0.957,7,-3.307,1,0.0276,0.029,0.0011,0.35,0.822,93.02,4.0,disco
10114,5HWR5bZ3SBN6zA6zHJS3Y6,Propellerheads,Decksandrumsandrockandroll 20th anniversary,Spybreak!,43,420066,False,0.587,0.928,10,-6.74,0,0.053,7.55e-05,0.899,0.238,0.608,127.875,4.0,breakbeat
16244,2FlJAJvMqU36pBmkcnvbo8,George Frideric Handel;John Alldis Choir;London Philharmonic Orchestra;Karl Richter,Klassische Weihnachtsmusik,"Messiah, HWV 56 / Pt. 2: No. 42 ""Hallelujah""",0,238173,False,0.412,0.357,2,-11.694,1,0.0262,0.932,0.368,0.296,0.393,99.305,4.0,classical
14963,4yUJ3ZDnsP0AFdg2brTAJ3,ChuChu TV,"ChuChuTV Nursery Rhymes & Songs for Children, Vol. 1",Hickory Dickory Dock Nursery Rhyme,25,115151,False,0.832,0.369,2,-10.161,1,0.0519,0.0691,2.39e-06,0.37,0.551,99.023,4.0,children
5328,5aJg39ukLHsiCtCwoIHcF3,MAN WITH A MISSION,Dark Crow,Dark Crow,56,278186,False,0.537,0.944,7,-4.406,1,0.0988,0.00634,0.0,0.0233,0.36,148.019,4.0,anime
31728,42m38SHEo4nDHuuF7HG9T3,Years & Years;Gryffin,Fiesta portatil,Desire - Gryffin Remix,0,268840,False,0.543,0.875,10,-5.069,0,0.0514,0.0622,0.0,0.157,0.415,122.058,4.0,electro
32459,1CpCIb8zybdjskLQRL6rEC,DJ Snake;Mr Hudson,Encore,Here Comes The Night,49,286880,True,0.554,0.779,10,-3.905,0,0.0466,0.159,2.7e-06,0.117,0.209,79.979,4.0,electronic
34459,605EkZOLdgCcqfPzcdVcME,Dhaval Kothari,Dhuni Re Dhakhavi,Dhuni Re Dhakhavi,37,220800,False,0.582,0.52,7,-7.479,1,0.0334,0.398,0.0,0.205,0.413,99.989,4.0,folk
9429,3eUOVnvVw9ntGUqJmHKF1J,Os Paralamas Do Sucesso,Nove Luas,Lourinha Bombril,47,158933,False,0.615,0.907,7,-9.234,1,0.042,0.0194,5.59e-05,0.279,0.8,168.459,4.0,brazil
23890,5u0xcIyQFAfDy5PbEfnhsy,Louie Vega;Elements Of Life;Blaze,Elements Of Life,Elements Of Life,26,501306,False,0.653,0.898,2,-8.118,1,0.0423,0.0394,0.162,0.0817,0.799,125.94,4.0,deep-house
26892,3cyTAZd1c9FR78qhBd7qGj,Germaine Franco,Encanto (Deutscher Original Film-Soundtrack),Mirabels Cumbia,18,168013,False,0.662,0.522,7,-8.485,0,0.0296,0.556,0.611,0.0596,0.933,97.988,4.0,disney
26619,5p9lzKJi4bGiBnYP0qrKSL,Cameron's Bedtime Classics,Dreamy Piano,Peace,20,214166,False,0.742,0.0355,5,-17.618,0,0.167,0.991,0.964,0.111,0.41,144.019,3.0,disney
23839,1QJhtBw5LBWEqXJBCEHNaV,Melih Aydogan;Georgia Alexandra;Rivo,Will You Stay (feat. Georgia Alexandra) [Rivo Remix],Will You Stay (feat. Georgia Alexandra) [Rivo Remix],46,166416,False,0.749,0.546,8,-10.767,0,0.207,0.463,0.00207,0.116,0.291,123.976,4.0,deep-house
14135,2X0jm4VzTbes1hSdAVkOC4,VeggieTales,Oh Santa! Kids Christmas Songs,Donuts For Benny,0,182546,False,0.393,0.505,9,-7.749,1,0.147,0.703,0.0,0.193,0.699,82.263,4.0,children
26538,3uIK57C76CfYeoMwutamrh,Sigmar Solbach;Karl Schulz;Stefan Fredrich;Chorus - Pocahontas,Pocahontas (Deutscher Original Film-Soundtrack),Virginia Company - Reprise,21,35626,False,0.555,0.305,7,-13.117,1,0.0305,0.911,0.0,0.192,0.839,90.973,3.0,disney
20309,0tkxzOtc2gvIueuXNFLyfZ,Bebe Rexha;Pink Sweat$;Lunay,20's R'n'B,On the Go,0,179397,False,0.716,0.709,11,-4.683,0,0.0529,0.0749,0.00261,0.182,0.434,100.059,4.0,dance
5566,1XO8HD42xLYpOVL3VuvX4y,Kijugo,Samidare but is it okay if it's lofi?,Samidare but is it okay if it's lofi?,44,162461,False,0.796,0.134,2,-15.341,0,0.0634,0.761,0.787,0.507,0.389,130.049,4.0,anime
23149,7I5vRLTtvXXRuYivAseKW7,Junge Junge;Kyle Pearce,Arbeitsmusik Herbst/Winter 2022/2023,Run Run Run,0,213720,False,0.72,0.487,4,-9.857,1,0.0322,0.373,0.161,0.182,0.265,122.003,4.0,deep-house
23190,5h5NznbR6QVDFMXRN0fH3A,Brando;Kiesza,Out Of My League (with Kiesza),Out Of My League (with Kiesza),62,151547,False,0.83,0.661,7,-5.49,1,0.0426,0.00499,2.23e-05,0.146,0.474,118.027,4.0,deep-house
835,1SPZoobx8PZYoZP9xBXl6P,Jay Filson,"Don't Think Twice, It's All Right (Acoustic)","Don't Think Twice, It's All Right - Acoustic",26,210901,False,0.489,0.124,9,-10.145,1,0.0436,0.952,0.0,0.243,0.257,91.386,4.0,acoustic
15434,3dZMaAfbzQP6sPZaxon4I9,Adam Turley,COLOR,I Like That,53,149569,False,0.72,0.458,8,-8.511,1,0.0452,0.237,0.0,0.0984,0.516,140.077,4.0,chill
35696,7gJZXWFeSmLSQAKazPQPSC,Conde do Forró,Maltratando os Corações,O Telefone Tocou - Bônus,38,186106,False,0.702,0.605,9,-10.267,1,0.0523,0.526,0.0,0.178,0.592,140.003,4.0,forro
38783,4BIrTd9iATrdcZADz3HMuC,The Smith Street Band,More Scared Of You Than You Are Of Me,It Kills Me To Have To Be Alive,26,183053,True,0.421,0.435,8,-5.219,1,0.0323,0.608,0.0,0.102,0.0962,113.86,4.0,garage
40221,7cU0PtlmCWolIieowxvdhd,Jéssica Augusto;ONE Service,Aba Pai,Aba Pai,45,430193,False,0.321,0.62,4,-8.253,1,0.0477,0.215,0.0,0.653,0.406,144.569,4.0,gospel
9942,06hScW2F8wdPVjlagETKdC,Trazendo a Arca,Olha pra Mim,Olha pra Mim,43,392866,False,0.342,0.572,7,-6.713,1,0.0348,0.281,0.0,0.792,0.234,129.615,4.0,brazil
17467,5ruAfadigoJgCI5DnnMshZ,FOVOS,Feel The Rhythm EP,Feel The Rhythm,37,200889,False,0.678,0.755,11,-6.448,1,0.0552,0.0011,0.391,0.483,0.0537,135.001,4.0,club
40507,6B2N965ykuFl80ingx13WT,Matheus Balo;Filipe Lancaster,Meu Lugar,Meu Lugar,41,261500,False,0.656,0.606,1,-9.115,1,0.0334,0.0052,0.0,0.151,0.504,119.971,4.0,gospel
26057,4SB6mnmUDaJbB0OiyJ23N9,Auli'i Cravalho,Moana (Original Motion Picture Soundtrack/Deluxe Edition),How Far I'll Go - Reprise,39,87346,False,0.427,0.449,4,-8.37,1,0.0337,0.827,0.0,0.134,0.231,83.197,4.0,disney
15798,5el5IEyb9ki6rxmGckY0Hk,Celestial Alignment,Northern Lights,One More Coffee,3,118492,False,0.627,0.117,8,-21.584,1,0.0376,0.979,0.926,0.264,0.382,68.845,4.0,chill
3143,3xpTUiMi6HdL0dWEKQdUTT,Mon Laferte;Enrique Bunbury,noches de lluvia,Mi Buen Amor,0,227586,False,0.403,0.533,7,-4.633,1,0.0271,0.589,5.01e-06,0.136,0.283,98.741,3.0,alternative
14316,3gQeoqayS6qcoH8FtAlCh8,CoComelon,Nursery Rhymes by CoComelon,Apples And Bananas (Phonics Song),44,214000,False,0.869,0.315,4,-7.254,1,0.0491,0.518,4.86e-05,0.0863,0.817,139.962,4.0,children
3357,1wybXxUeY5yj4Zi7d6jAaW,Willyecho,Welcome to the Fire,Welcome to the Fire,52,202250,False,0.597,0.522,2,-5.683,0,0.0331,0.297,0.0,0.0854,0.334,119.792,4.0,alternative
22755,5QxK0PWees3VUjyENudmVY,Children Of Bodom,Hexed (Deluxe Version),Under Grass and Clover,47,213000,False,0.427,0.949,8,-7.662,0,0.0566,1.98e-05,0.00243,0.124,0.146,94.984,4.0,death-metal
19100,40riOy7x9W7GXjyGp4pjAv,Eagles,Hotel California (2013 Remaster),Hotel California - 2013 Remaster,84,391376,False,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,4.0,country
13904,0srTAXSRYEXN17ryGXfXB6,DJ Sneak,Why I Love You,Why I Love You - Main Mix,6,499477,False,0.805,0.908,0,-8.805,1,0.0492,0.00051,0.81,0.0784,0.642,125.017,4.0,chicago-house
1952,1wlPuhYpOJRPHVUeizRdx2,Monophonics,Sound of Sinning,La La La Love Me,47,200600,False,0.546,0.54,6,-5.879,0,0.0288,0.0292,0.0,0.11,0.453,87.967,3.0,afrobeat
35419,5ML1UZX5jvk9R0QivABet4,Os Barões Da Pisadinha,As Melhores 2018,DNA Do Interior,42,163996,False,0.83,0.86,6,-5.873,0,0.0522,0.461,0.0,0.0698,0.963,172.009,4.0,forro
16276,5Ib5W64RwrPCN3bnRO4C2W,Edvard Grieg;Una Bourne,"Mozart, Liszt & Others: Piano Works","Lyric Pieces I, Op. 12 (Excerpts): No. 5, Folkevise",0,59653,False,0.376,0.129,6,-23.677,0,0.0397,0.993,0.899,0.142,0.561,56.596,4.0,classical
17996,5gpxN0PKFEFbj2k3x3dK6D,Gaze,Shake the Pounce,Detail Queen,15,128399,False,0.515,0.721,0,-7.889,1,0.0297,0.583,0.881,0.0569,0.851,113.176,4.0,club
33719,1IzGdhQ17U0r7ufI4qBv7d,convolk,SWAN DIVE,Swan Dive,55,151602,True,0.631,0.605,8,-7.656,1,0.0315,0.0882,0.0,0.147,0.219,141.968,4.0,emo
27447,65mHBUQvgwRbHcPojHjWq4,Ed Solo,"Welcome To The Jungle, Vol. 6: The Ultimate Jungle Cakes Drum & Bass Compilation",Anye Up,18,200914,False,0.529,0.866,1,-3.226,1,0.0503,7.45e-06,0.936,0.152,0.739,174.996,4.0,drum-and-bass
